DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210112570,06/27/2021 12:00:00 AM,06/17/2021 12:00:00 AM,1200,1,Central,182,1,310,BURGLARY,0344 1403 1822 0352 1414 1605,51,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900 S  FIGUEROA                     ST,,"34,046","-118,263"
211700770,08/13/2021 12:00:00 AM,08/12/2021 12:00:00 AM,1700,17,Devonshire,1754,1,310,BURGLARY,0329 1601 0344 1402,0,X,X,108,PARKING LOT,,,IC,Invest Cont,310,998,,,10200    RESEDA                       BL,,"342,562","-1,185,361"
210801056,12/06/2021 12:00:00 AM,12/05/2021 12:00:00 AM,2350,8,West LA,884,1,310,BURGLARY,1403 0358 1609 0344 0352 1309 1822 1402 1420,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,2300    WESTWOOD                     BL,,"340,423","-1,184,304"
211913735,09/26/2021 12:00:00 AM,09/26/2021 12:00:00 AM,350,19,Mission,1908,1,310,BURGLARY,1609 0344 0321 0397 0324 0213 0206,47,M,W,402,MARKET,,,IC,Invest Cont,310,,,,13500    ELDRIDGE                     AV,,"343,174","-1,184,239"
211612221,10/06/2021 12:00:00 AM,10/06/2021 12:00:00 AM,1500,16,Foothill,1656,1,310,BURGLARY,1501,65,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8600    TOPLEY                       LN,,"342,554","-1,183,214"
210907410,03/27/2021 12:00:00 AM,03/05/2021 12:00:00 AM,1500,9,Van Nuys,941,1,310,BURGLARY,0321 1414 1420 0358 0344,47,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,15300    OXNARD                       ST,,"341,794","-1,184,672"
210215422,09/29/2021 12:00:00 AM,09/29/2021 12:00:00 AM,830,2,Rampart,245,1,310,BURGLARY,0344 1822 1601 0358,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,2500    WILSHIRE                     BL,,"340,603","-118,281"
211410699,04/30/2021 12:00:00 AM,04/30/2021 12:00:00 AM,1630,14,Pacific,1445,1,310,BURGLARY,0397 1602 0344,26,M,W,707,GARAGE/CARPORT,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,310,,,,12700    CASWELL                      AV,,"339,976","-1,184,384"
210615576,09/08/2021 12:00:00 AM,09/08/2021 12:00:00 AM,640,6,Hollywood,643,1,310,BURGLARY,1822 1601 1607 0375,0,X,X,222,LAUNDROMAT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,7300 W  SUNSET                       BL,,"341,007","-1,183,494"
220308424,04/01/2022 12:00:00 AM,12/01/2021 12:00:00 AM,500,3,Southwest,321,1,310,BURGLARY,0329 0344 0352 0397 1602 1822,55,F,B,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,3400 S  LA CIENEGA                   BL,,"340,265","-1,183,721"
210217110,11/03/2021 12:00:00 AM,11/03/2021 12:00:00 AM,900,2,Rampart,237,1,310,BURGLARY,1202 1822 0329 0344,61,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,200 S  UNION                        AV,,"340,637","-1,182,662"
212117612,12/16/2021 12:00:00 AM,12/12/2021 12:00:00 AM,1200,21,Topanga,2158,1,310,BURGLARY,0358 0344 1202,66,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,21100    VICTORY                      BL,,"341,884","-1,185,935"
210121866,12/09/2021 12:00:00 AM,12/05/2021 12:00:00 AM,820,1,Central,163,1,310,BURGLARY,0329 0344 1602,55,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,480,,,700 S  SPRING                       ST,,"340,438","-1,182,547"
211915002,10/30/2021 12:00:00 AM,10/28/2021 12:00:00 AM,600,19,Mission,1984,1,310,BURGLARY,0397 0344,40,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,,,,8700    WILLIS                       AV,,"342,283","-1,184,553"
210810227,06/09/2021 12:00:00 AM,06/09/2021 12:00:00 AM,535,8,West LA,852,1,310,BURGLARY,1822 1309 0202 0216 1420 0321 1607 0344 0349 1402,36,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,998,,,1500    ARMACOST                     AV,,"340,416","-118,46"
220706204,02/28/2022 12:00:00 AM,07/10/2021 12:00:00 AM,1000,7,Wilshire,721,1,310,BURGLARY,1608,77,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,400 S  HOLT                         AV,,"340,721","-1,183,785"
211015032,11/28/2021 12:00:00 AM,11/28/2021 12:00:00 AM,1100,10,West Valley,1078,1,310,BURGLARY,1822 0314 0344 1420 1414,39,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,16600    MORRISON                     ST,,"341,629","-1,184,957"
210513675,09/13/2021 12:00:00 AM,09/09/2021 12:00:00 AM,1400,5,Harbor,569,1,310,BURGLARY,0321 2004 0344,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,310,,,,00    BERTH,,"337,302","-1,182,754"
211110244,06/29/2021 12:00:00 AM,06/29/2021 12:00:00 AM,1200,11,Northeast,1152,1,310,BURGLARY,0344 1307 1822,63,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600    TALMADGE                     ST,,"34,1","-118,283"
211410329,04/23/2021 12:00:00 AM,04/15/2021 12:00:00 AM,1100,14,Pacific,1488,1,310,BURGLARY,1605 0344,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,8700    BELFORD                      AV,,"33,958","-118,384"
211410285,04/22/2021 12:00:00 AM,04/21/2021 12:00:00 AM,1800,14,Pacific,1413,1,310,BURGLARY,0344 1609,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1000    ABBOT KINNEY                 BL,,"339,956","-1,184,722"
211422416,12/03/2021 12:00:00 AM,12/02/2021 12:00:00 AM,1400,14,Pacific,1473,1,310,BURGLARY,1609 0344 0352,61,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,7400 W  80TH                         ST,,"339,638","-1,184,289"
210116572,09/09/2021 12:00:00 AM,09/03/2021 12:00:00 AM,1500,1,Central,154,1,310,BURGLARY,0344 1607 1218,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,100 E  5TH                          ST,,"340,464","-118,248"
211814525,07/31/2021 12:00:00 AM,07/31/2021 12:00:00 AM,2220,18,Southeast,1832,1,310,BURGLARY,1822 1606 0314,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106,UNKNOWN FIREARM,IC,Invest Cont,310,,,,10600 S  MAIN                         ST,,"339,398","-1,182,739"
210911714,07/16/2021 12:00:00 AM,07/14/2021 12:00:00 AM,750,9,Van Nuys,938,1,310,BURGLARY,1202 0358 1414 0321 1607 0344,61,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,13300    FRIAR                        ST,,"341,857","-1,184,269"
210818090,12/31/2021 12:00:00 AM,12/31/2021 12:00:00 AM,340,8,West LA,835,1,310,BURGLARY,0344 1822 1420,37,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1700 S  BENTLEY                      AV,,"340,479","-1,184,433"
212105046,01/31/2021 12:00:00 AM,01/30/2021 12:00:00 AM,730,21,Topanga,2144,1,310,BURGLARY,1607 0344 1275 1309,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6800    SALE                         AV,,"341,937","-1,186,185"
211413131,06/10/2021 12:00:00 AM,06/10/2021 12:00:00 AM,425,14,Pacific,1431,1,310,BURGLARY,1601 0344,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1600    OCEAN FRONT                  WK,,"339,863","-1,184,732"
211600594,03/15/2021 12:00:00 AM,03/14/2021 12:00:00 AM,830,16,Foothill,1643,1,310,BURGLARY,344,42,F,H,208,AUTO SALES LOT,,,JA,Juv Arrest,310,,,,10300    SAN FERNANDO                 RD,,"342,572","-1,184,126"
211516150,10/16/2021 12:00:00 AM,10/16/2021 12:00:00 AM,2030,15,N Hollywood,1527,1,310,BURGLARY,0344 1609,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6400    ELMER                        AV,,"341,867","-1,183,769"
210614864,08/24/2021 12:00:00 AM,08/22/2021 12:00:00 AM,2000,6,Hollywood,647,1,310,BURGLARY,1822 0344 1607 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1600    VINE                         ST,,"340,998","-1,183,267"
210707703,04/13/2021 12:00:00 AM,04/06/2021 12:00:00 AM,800,7,Wilshire,782,1,310,BURGLARY,1822 0344,62,M,W,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,6000    VENICE                       BL,,"340,372","-1,183,744"
211312684,07/14/2021 12:00:00 AM,07/13/2021 12:00:00 AM,1730,13,Newton,1347,1,310,BURGLARY,0329 1602 0344,0,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2600    LETA                         ST,,"340,139","-1,182,457"
210708019,04/24/2021 12:00:00 AM,04/23/2021 12:00:00 AM,1830,7,Wilshire,736,1,310,BURGLARY,1822 0344 1300,25,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,400 S  DETROIT                      ST,,"340,649","-1,183,451"
210100545,02/06/2021 12:00:00 AM,02/01/2021 12:00:00 AM,1000,1,Central,192,1,310,BURGLARY,1601 1414 0329 0321 1822 1402,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,1300 S  HOPE                         ST,,"34,039","-118,266"
211711301,08/02/2021 12:00:00 AM,08/01/2021 12:00:00 AM,1630,17,Devonshire,1775,1,310,BURGLARY,0358 0321,43,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,9200    PASO ROBLES                  AV,,"342,374","-1,185,045"
210206829,03/12/2021 12:00:00 AM,03/11/2021 12:00:00 AM,1900,2,Rampart,285,1,310,BURGLARY,0329 1307 1601 0344,0,X,X,402,MARKET,,,IC,Invest Cont,310,,,,1600 W  PICO                         BL,,"340,472","-1,182,782"
212009941,06/02/2021 12:00:00 AM,05/27/2021 12:00:00 AM,1300,20,Olympic,2024,1,310,BURGLARY,0321 0342 0344 0352 0354 0216 1822,39,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,500 S  ARDMORE                      AV,,"340,642","-1,183,016"
212016402,11/01/2021 12:00:00 AM,10/29/2021 12:00:00 AM,1530,20,Olympic,2024,1,310,BURGLARY,0344 0397 1822 2032,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,600 S  KINGSLEY                     DR,,"340,617","-1,183,028"
211112241,08/24/2021 12:00:00 AM,08/23/2021 12:00:00 AM,2330,11,Northeast,1142,1,310,BURGLARY,1609 1402 0344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,998,,,1800    HILLHURST                    AV,,"341,036","-1,182,874"
211611035,08/30/2021 12:00:00 AM,08/27/2021 12:00:00 AM,1835,16,Foothill,1661,1,310,BURGLARY,0344 1607,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,9300    REMICK                       AV,,"34,239","-1,184,131"
211000763,05/23/2021 12:00:00 AM,05/21/2021 12:00:00 AM,1630,10,West Valley,1041,1,310,BURGLARY,1822 0344 1402,0,M,W,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310,998,,,6200    CORBIN                       AV,,"341,827","-1,185,622"
221705057,01/28/2022 12:00:00 AM,08/01/2021 12:00:00 AM,1300,17,Devonshire,1728,1,310,BURGLARY,0344 1602,42,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,18100    CHATSWORTH                   ST,,"342,707","-1,185,345"
211712882,09/22/2021 12:00:00 AM,09/22/2021 12:00:00 AM,200,17,Devonshire,1781,1,310,BURGLARY,1602 0397 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,8900    FULLBRIGHT                   AV,,"342,318","-1,185,776"
210807199,03/19/2021 12:00:00 AM,03/19/2021 12:00:00 AM,1630,8,West LA,807,1,310,BURGLARY,0321 1420 0358 1607 0344 0352 1822 0389,22,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 N  BEVERLY GLEN                 BL,,"340,987","-1,184,425"
210709805,06/15/2021 12:00:00 AM,06/15/2021 12:00:00 AM,400,7,Wilshire,782,1,310,BURGLARY,0344 0321,0,X,X,108,PARKING LOT,,,IC,Invest Cont,310,,,,2700 S  LA CIENEGA                   BL,,"340,335","-1,183,759"
211106736,03/20/2021 12:00:00 AM,03/19/2021 12:00:00 AM,1800,11,Northeast,1162,1,310,BURGLARY,1609 0344 1307,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,4500    HOLLYWOOD                    BL,,"340,984","-1,182,874"
212006234,03/06/2021 12:00:00 AM,03/06/2021 12:00:00 AM,309,20,Olympic,2062,1,310,BURGLARY,1609 0344 1822 0206 0315 0382 0358,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1100 S  WESTERN                      AV,,"340,506","-1,183,127"
211317980,10/25/2021 12:00:00 AM,10/25/2021 12:00:00 AM,950,13,Newton,1317,1,310,BURGLARY,1402 0358 2004 1602 0321 0329,0,X,X,202,LIQUOR STORE,,,AO,Adult Other,310,998,,,1600 S  ALAMEDA                      ST,,"340,245","-118,244"
211509544,05/20/2021 12:00:00 AM,04/29/2021 12:00:00 AM,1830,15,N Hollywood,1596,1,310,BURGLARY,1609,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    VINELAND                     AV,,"341,388","-1,183,699"
212109214,05/23/2021 12:00:00 AM,05/22/2021 12:00:00 AM,1040,21,Topanga,2197,1,310,BURGLARY,1202 0321 1609 0344,89,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    DEL MORENO                   DR,,"341,543","-1,185,795"
211000730,05/06/2021 12:00:00 AM,05/06/2021 12:00:00 AM,1630,10,West Valley,1035,1,310,BURGLARY,1402 1822 2004 0321 0344 1606 0216 1414 0352 0354,56,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,6600    CHIMINEAS                    AV,,"341,902","-1,185,284"
211411679,05/16/2021 12:00:00 AM,05/15/2021 12:00:00 AM,2000,14,Pacific,1411,1,310,BURGLARY,0344 1607,0,X,X,117,BEACH,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,WESTMINSTER                  AV,VENICE,"339,918","-1,184,791"
211513810,08/28/2021 12:00:00 AM,08/21/2021 12:00:00 AM,1300,15,N Hollywood,1566,1,310,BURGLARY,0344 0321 1605 0352,61,,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,10700    VALLEY SPRING                LN,,"341,467","-1,183,636"
212014562,09/20/2021 12:00:00 AM,09/18/2021 12:00:00 AM,1830,20,Olympic,2021,1,310,BURGLARY,1822 0344 0358,0,M,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300 S  NORTON                       AV,,"340,671","-1,183,173"
210705958,02/21/2021 12:00:00 AM,02/21/2021 12:00:00 AM,2020,7,Wilshire,711,1,310,BURGLARY,1609 0329 0321 1402,26,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,300 N  HARPER                       AV,,"340,761","-118,369"
211610301,08/05/2021 12:00:00 AM,08/05/2021 12:00:00 AM,1500,16,Foothill,1669,1,310,BURGLARY,344,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,6400    FOOTHILL                     BL,,"342,434","-1,182,708"
211604977,02/03/2021 12:00:00 AM,02/03/2021 12:00:00 AM,510,16,Foothill,1656,1,310,BURGLARY,0344 1609 0321,25,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,8500    FOOTHILL                     BL,,"342,597","-1,183,179"
211411180,05/08/2021 12:00:00 AM,05/08/2021 12:00:00 AM,730,14,Pacific,1465,1,310,BURGLARY,0344 1609,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,11900    BRAY                         ST,,"339,891","-118,408"
211607761,05/13/2021 12:00:00 AM,05/12/2021 12:00:00 AM,2300,16,Foothill,1684,1,310,BURGLARY,1822 0344 0358,0,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,11700    SATICOY                      ST,,"342,166","-1,183,919"
211407708,03/05/2021 12:00:00 AM,03/04/2021 12:00:00 AM,830,14,Pacific,1425,1,310,BURGLARY,1606 0344 0321,79,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3100    BUTLER                       AV,,"340,222","-118,432"
211314265,08/14/2021 12:00:00 AM,08/13/2021 12:00:00 AM,2100,13,Newton,1322,1,310,BURGLARY,344,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,2500 S  SAN PEDRO                    ST,,"340,242","-1,182,623"
210915991,11/01/2021 12:00:00 AM,10/31/2021 12:00:00 AM,2259,9,Van Nuys,915,1,310,BURGLARY,1420 0344 1606,80,M,O,401,MINI-MART,,,IC,Invest Cont,310,,,,14100    SHERMAN                      WY,,"342,012","-1,184,404"
210620641,12/21/2021 12:00:00 AM,12/21/2021 12:00:00 AM,1410,6,Hollywood,644,1,310,BURGLARY,1822 1606,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,,1300 N  FULLER                       AV,,"340,944","-1,183,495"
210217723,11/18/2021 12:00:00 AM,11/17/2021 12:00:00 AM,2230,2,Rampart,248,1,310,BURGLARY,1606 0344,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300    LOMA                         DR,,"340,595","-118,266"
210710959,07/17/2021 12:00:00 AM,07/16/2021 12:00:00 AM,2030,7,Wilshire,723,1,310,BURGLARY,0344 1607,0,M,O,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,310,,,,7900 W  3RD                          ST,,"340,717","-1,183,623"
210414062,10/19/2021 12:00:00 AM,10/19/2021 12:00:00 AM,648,4,Hollenbeck,438,1,310,BURGLARY,0382 0344 0375,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,310,,,,4800    VALLEY                       BL,,"340,757","-1,181,711"
210715584,11/13/2021 12:00:00 AM,11/10/2021 12:00:00 AM,1700,7,Wilshire,721,1,310,BURGLARY,1606 0344,72,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,100 S  CLARK                        DR,,"340,736","-1,183,848"
211106194,03/06/2021 12:00:00 AM,03/06/2021 12:00:00 AM,749,11,Northeast,1172,1,310,BURGLARY,0342 0327,53,M,H,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1700    SILVER LAKE                  BL,,"340,893","-1,182,685"
210511622,07/19/2021 12:00:00 AM,07/17/2021 12:00:00 AM,415,5,Harbor,529,1,310,BURGLARY,1236 0344 0329 1602 1402 0216 0358 0397 0321 0378,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,900 E  G                            ST,,"33,779","-1,182,519"
212000757,05/22/2021 12:00:00 AM,05/22/2021 12:00:00 AM,1730,20,Olympic,2002,1,310,BURGLARY,1822 1402 0907,53,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,310,998,,,4600    BEVERLY                      BL,,"340,799","-1,183,113"
210809618,05/24/2021 12:00:00 AM,05/24/2021 12:00:00 AM,1700,8,West LA,886,1,310,BURGLARY,1822 1606 0344 1202 0377 1414,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,10100    MOTOR                        PL,,"340,411","-1,184,012"
210805109,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,1500,8,West LA,836,1,310,BURGLARY,0344 0321 1822 1601 1420,54,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1800    PANDORA                      AV,,"340,564","-1,184,245"
210914765,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,120,9,Van Nuys,971,1,310,BURGLARY,0344 1609,45,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,15000    VENTURA                      BL,,"341,564","-118,463"
210414557,11/04/2021 12:00:00 AM,11/04/2021 12:00:00 AM,437,4,Hollenbeck,427,1,310,BURGLARY,0344 0321 1822 1402,47,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3300    THELMA                       AV,,"340,836","-1,181,791"
210109989,05/07/2021 12:00:00 AM,05/07/2021 12:00:00 AM,1553,1,Central,158,1,310,BURGLARY,1501 1601 1822 1402 2004,0,X,X,602,BANK,,,IC,Invest Cont,310,,,,500 S  CENTRAL                      AV,,"340,397","-118,24"
212100798,09/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,305,21,Topanga,2115,1,310,BURGLARY,1401 1609 1402 0344 0216,50,M,W,406,OTHER STORE,,,IC,Invest Cont,310,998,,,8000    CANOGA                       AV,,"342,176","-1,186,017"
210514066,09/24/2021 12:00:00 AM,09/23/2021 12:00:00 AM,2300,5,Harbor,564,1,310,BURGLARY,1607 0344 0382 1402,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,998,,,300 W  6TH                          ST,,"337,388","-1,182,835"
211518560,12/11/2021 12:00:00 AM,12/10/2021 12:00:00 AM,1500,15,N Hollywood,1553,1,310,BURGLARY,1606 0344,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,11800    RIVERSIDE                    DR,,"341,576","-1,183,904"
211107530,04/12/2021 12:00:00 AM,04/07/2021 12:00:00 AM,1400,11,Northeast,1181,1,310,BURGLARY,344,41,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,1400    WATERLOO                     ST,,"34,082","-1,182,649"
211306059,02/17/2021 12:00:00 AM,02/01/2021 12:00:00 AM,600,13,Newton,1343,1,310,BURGLARY,0358 0329 0397 0321,36,M,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,,,,400 E  40TH                         PL,,"340,102","-1,182,686"
212017249,11/18/2021 12:00:00 AM,11/17/2021 12:00:00 AM,1700,20,Olympic,2024,1,310,BURGLARY,0344 1602,59,M,A,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,3900 W  6TH                          ST,,"340,635","-1,183,091"
212004382,01/11/2021 12:00:00 AM,01/10/2021 12:00:00 AM,1900,20,Olympic,2033,1,310,BURGLARY,1822 0321 0344 0352,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,800 S  HARVARD                      BL,,"340,581","-1,183,066"
210217078,11/02/2021 12:00:00 AM,10/27/2021 12:00:00 AM,1400,2,Rampart,236,1,310,BURGLARY,0344 1605 0329 1210,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,,,,300 N  WESTLAKE                     AV,,"340,687","-1,182,672"
211305611,02/06/2021 12:00:00 AM,02/05/2021 12:00:00 AM,1700,13,Newton,1309,1,310,BURGLARY,1402 0329 0321 0344,0,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,1600 S  SANTA FE                     AV,,"340,247","-118,23"
210708734,05/15/2021 12:00:00 AM,05/15/2021 12:00:00 AM,2035,7,Wilshire,737,1,310,BURGLARY,0342 0344 1609 0329 1300 0321,27,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,300 S  MANSFIELD                    AV,,"340,647","-1,183,424"
210614135,08/11/2021 12:00:00 AM,08/09/2021 12:00:00 AM,5,6,Hollywood,678,1,310,BURGLARY,0344 1822 1501 0329 1601,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900 N  HOBART                       BL,,"340,862","-1,183,051"
211706062,02/28/2021 12:00:00 AM,02/26/2021 12:00:00 AM,1600,17,Devonshire,1701,1,310,BURGLARY,1607 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,11200    TAMPA                        AV,,"342,866","-1,185,754"
211305413,02/03/2021 12:00:00 AM,02/03/2021 12:00:00 AM,430,13,Newton,1341,1,310,BURGLARY,1402 0344 0329 2004,0,M,B,203,OTHER BUSINESS,,,AO,Adult Other,310,998,,,200 W  38TH                         ST,,"340,136","-1,182,758"
210806554,03/04/2021 12:00:00 AM,01/29/2021 12:00:00 AM,1600,8,West LA,884,1,310,BURGLARY,0352 1822 1605 0344,43,M,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,11200 W  PICO                         BL,,"34,036","-1,184,371"
210410865,07/19/2021 12:00:00 AM,07/10/2021 12:00:00 AM,1830,4,Hollenbeck,409,1,310,BURGLARY,0344 1605,40,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,310,,,,4200    GUARDIA                      AV,,"340,943","-1,181,682"
220104232,01/04/2022 12:00:00 AM,12/01/2021 12:00:00 AM,1535,1,Central,185,1,310,BURGLARY,1402 0329 2001 0344 1822 1414,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,998,,,1000 S  BROADWAY,,"340,409","-1,182,574"
211504257,01/06/2021 12:00:00 AM,01/05/2021 12:00:00 AM,1700,15,N Hollywood,1516,1,310,BURGLARY,0344 1601,58,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,6800    LANKERSHIM                   BL,,"341,939","-1,183,878"
210108632,04/09/2021 12:00:00 AM,04/09/2021 12:00:00 AM,400,1,Central,144,1,310,BURGLARY,2004 0329 1402 1609 1822,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,998,,,400 S  SPRING                       ST,,"340,482","-1,182,489"
210408466,05/10/2021 12:00:00 AM,05/07/2021 12:00:00 AM,1600,4,Hollenbeck,467,1,310,BURGLARY,325,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,500 S  MATHEWS                      ST,,"340,386","-1,182,117"
