UNIT,UNIT_NUM,STUB_NAME,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,1994,18,25-34 years,3.1,5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,1994,18,35-44 years,3.2,6.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,1994,18,45-64 years,4,6.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,1994,18,45-54 years,4.1,6.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,1994,18,55-64 years,4.2,5.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,1994,18,65 years and over,5,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,1994,18,65-74 years,5.1,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,1994,18,75-84 years,5.2,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,1994,18,85 years and over,6,6.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,1995,19,10-14 years,1,2.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,1995,19,15-24 years,2,22,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,1995,19,15-19 years,2.1,17.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,1995,19,20-24 years,2.2,27,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,1995,19,25-44 years,3,24.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,1995,19,25-34 years,3.1,24.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,1995,19,35-44 years,3.2,24,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,1995,19,45-64 years,4,22.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,1995,19,45-54 years,4.1,22.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,1995,19,55-64 years,4.2,21.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,1995,19,65 years and over,5,36.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,1995,19,65-74 years,5.1,28.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,1995,19,75-84 years,5.2,44.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,1995,19,85 years and over,6,62.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,1995,19,10-14 years,1,0.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,1995,19,15-24 years,2,3.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,1995,19,15-19 years,2.1,3.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,1995,19,20-24 years,2.2,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,1995,19,25-44 years,3,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,1995,19,25-34 years,3.1,5.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,1995,19,35-44 years,3.2,6.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,1995,19,45-64 years,4,6.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,1995,19,45-54 years,4.1,6.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,1995,19,55-64 years,4.2,5.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,1995,19,65 years and over,5,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,1995,19,65-74 years,5.1,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,1995,19,75-84 years,5.2,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,1995,19,85 years and over,6,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,1996,20,10-14 years,1,2.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,1996,20,15-24 years,2,19.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,1996,20,15-19 years,2.1,15.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,1996,20,20-24 years,2.2,24.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,1996,20,25-44 years,3,23.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,1996,20,25-34 years,3.1,23.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,1996,20,35-44 years,3.2,24.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,1996,20,45-64 years,4,22.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,1996,20,45-54 years,4.1,22.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,1996,20,55-64 years,4.2,22.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,1996,20,65 years and over,5,35.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,1996,20,65-74 years,5.1,27.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,1996,20,75-84 years,5.2,43.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,1996,20,85 years and over,6,60.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,1996,20,10-14 years,1,0.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,1996,20,15-24 years,2,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,1996,20,15-19 years,2.1,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,1996,20,20-24 years,2.2,3.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,1996,20,25-44 years,3,5.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,1996,20,25-34 years,3.1,4.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,1996,20,35-44 years,3.2,6.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,1996,20,45-64 years,4,6.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,1996,20,45-54 years,4.1,6.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,1996,20,55-64 years,4.2,5.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,1996,20,65 years and over,5,4.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,1996,20,65-74 years,5.1,4.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,1996,20,75-84 years,5.2,4.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,1996,20,85 years and over,6,4.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,1997,21,10-14 years,1,2.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,1997,21,15-24 years,2,18.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,1997,21,15-19 years,2.1,14.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,1997,21,20-24 years,2.2,22.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,1997,21,25-44 years,3,23.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,1997,21,25-34 years,3.1,22.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,1997,21,35-44 years,3.2,23.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,1997,21,45-64 years,4,22.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,1997,21,45-54 years,4.1,22.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,1997,21,55-64 years,4.2,22.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,1997,21,65 years and over,5,33.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,1997,21,65-74 years,5.1,26.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,1997,21,75-84 years,5.2,41.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,1997,21,85 years and over,6,61,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,1997,21,10-14 years,1,0.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,1997,21,15-24 years,2,3.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,1997,21,15-19 years,2.1,3.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,1997,21,20-24 years,2.2,3.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,1997,21,25-44 years,3,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,1997,21,25-34 years,3.1,4.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,1997,21,35-44 years,3.2,6.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,1997,21,45-64 years,4,6.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,1997,21,45-54 years,4.1,7.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,1997,21,55-64 years,4.2,5.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,1997,21,65 years and over,5,4.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,1997,21,65-74 years,5.1,4.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,1997,21,75-84 years,5.2,5.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,1997,21,85 years and over,6,4.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,1998,22,10-14 years,1,2.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,1998,22,15-24 years,2,18.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,1998,22,15-19 years,2.1,14.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,1998,22,20-24 years,2.2,22.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,1998,22,25-44 years,3,22.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,1998,22,25-34 years,3.1,21.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,1998,22,35-44 years,3.2,23.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,1998,22,45-64 years,4,21.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,1998,22,45-54 years,4.1,22.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,1998,22,55-64 years,4.2,20.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,1998,22,65 years and over,5,34.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,1998,22,65-74 years,5.1,25.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,1998,22,75-84 years,5.2,42.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,1998,22,85 years and over,6,59.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,1998,22,10-14 years,1,0.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,1998,22,15-24 years,2,3.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,1998,22,15-19 years,2.1,2.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,1998,22,20-24 years,2.2,3.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,1998,22,25-44 years,3,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,1998,22,25-34 years,3.1,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,1998,22,35-44 years,3.2,6.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,1998,22,45-64 years,4,6.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,1998,22,45-54 years,4.1,6.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,1998,22,55-64 years,4.2,5.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,1998,22,65 years and over,5,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,1998,22,65-74 years,5.1,4.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,1998,22,75-84 years,5.2,4.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,1998,22,85 years and over,6,5.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,1999,23,10-14 years,1,1.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,1999,23,15-24 years,2,16.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,1999,23,15-19 years,2.1,13,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,1999,23,20-24 years,2.2,20.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,1999,23,25-44 years,3,21.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,1999,23,25-34 years,3.1,20.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,1999,23,35-44 years,3.2,22.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,1999,23,45-64 years,4,20.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,1999,23,45-54 years,4.1,21.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,1999,23,55-64 years,4.2,19.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,1999,23,65 years and over,5,32.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,1999,23,65-74 years,5.1,24.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,1999,23,75-84 years,5.2,38.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,1999,23,85 years and over,6,57.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,1999,23,10-14 years,1,0.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,1999,23,15-24 years,2,3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,1999,23,15-19 years,2.1,2.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,1999,23,20-24 years,2.2,3.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,1999,23,25-44 years,3,5.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,1999,23,25-34 years,3.1,4.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,1999,23,35-44 years,3.2,6.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,1999,23,45-64 years,4,6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,1999,23,45-54 years,4.1,6.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,1999,23,55-64 years,4.2,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,1999,23,65 years and over,5,4.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,1999,23,65-74 years,5.1,4.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,1999,23,75-84 years,5.2,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,1999,23,85 years and over,6,4.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2000,24,10-14 years,1,2.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2000,24,15-24 years,2,17.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2000,24,15-19 years,2.1,13,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2000,24,20-24 years,2.2,21.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2000,24,25-44 years,3,21.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2000,24,25-34 years,3.1,19.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2000,24,35-44 years,3.2,22.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2000,24,45-64 years,4,21.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2000,24,45-54 years,4.1,22.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2000,24,55-64 years,4.2,19.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2000,24,65 years and over,5,31.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2000,24,65-74 years,5.1,22.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2000,24,75-84 years,5.2,38.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2000,24,85 years and over,6,57.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2000,24,10-14 years,1,0.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2000,24,15-24 years,2,3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2000,24,15-19 years,2.1,2.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2000,24,20-24 years,2.2,3.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2000,24,25-44 years,3,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2000,24,25-34 years,3.1,4.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2000,24,35-44 years,3.2,6.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2000,24,45-64 years,4,6.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2000,24,45-54 years,4.1,6.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2000,24,55-64 years,4.2,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2000,24,65 years and over,5,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2000,24,65-74 years,5.1,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2000,24,75-84 years,5.2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2000,24,85 years and over,6,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2001,25,10-14 years,1,1.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2001,25,15-24 years,2,16.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2001,25,15-19 years,2.1,12.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2001,25,20-24 years,2.2,20.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2001,25,25-44 years,3,22.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2001,25,25-34 years,3.1,21.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2001,25,35-44 years,3.2,23.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2001,25,45-64 years,4,22.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2001,25,45-54 years,4.1,23.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2001,25,55-64 years,4.2,21.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2001,25,65 years and over,5,31.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2001,25,65-74 years,5.1,24.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2001,25,75-84 years,5.2,37.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2001,25,85 years and over,6,52.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2001,25,10-14 years,1,0.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2001,25,15-24 years,2,2.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2001,25,15-19 years,2.1,2.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2001,25,20-24 years,2.2,3.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2001,25,25-44 years,3,5.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2001,25,25-34 years,3.1,4.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2001,25,35-44 years,3.2,6.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2001,25,45-64 years,4,6.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2001,25,45-54 years,4.1,7.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2001,25,55-64 years,4.2,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2001,25,65 years and over,5,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2001,25,65-74 years,5.1,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2001,25,75-84 years,5.2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2001,25,85 years and over,6,3.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2002,26,10-14 years,1,1.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2002,26,15-24 years,2,16.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2002,26,15-19 years,2.1,12,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2002,26,20-24 years,2.2,20.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2002,26,25-44 years,3,22.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2002,26,25-34 years,3.1,20.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2002,26,35-44 years,3.2,23.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2002,26,45-64 years,4,23.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2002,26,45-54 years,4.1,24.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2002,26,55-64 years,4.2,22.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2002,26,65 years and over,5,31.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2002,26,65-74 years,5.1,24.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2002,26,75-84 years,5.2,38,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2002,26,85 years and over,6,54.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2002,26,10-14 years,1,0.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2002,26,15-24 years,2,2.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2002,26,15-19 years,2.1,2.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2002,26,20-24 years,2.2,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2002,26,25-44 years,3,5.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2002,26,25-34 years,3.1,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2002,26,35-44 years,3.2,6.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2002,26,45-64 years,4,6.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2002,26,45-54 years,4.1,7.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2002,26,55-64 years,4.2,5.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2002,26,65 years and over,5,4.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2002,26,65-74 years,5.1,4.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2002,26,75-84 years,5.2,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2002,26,85 years and over,6,4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2003,27,10-14 years,1,1.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2003,27,15-24 years,2,15.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2003,27,15-19 years,2.1,11.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2003,27,20-24 years,2.2,20.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2003,27,25-44 years,3,22.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2003,27,25-34 years,3.1,21.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2003,27,35-44 years,3.2,23.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2003,27,45-64 years,4,23.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2003,27,45-54 years,4.1,24.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2003,27,55-64 years,4.2,22.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2003,27,65 years and over,5,29.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2003,27,65-74 years,5.1,23.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2003,27,75-84 years,5.2,34.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2003,27,85 years and over,6,51.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2003,27,10-14 years,1,0.5,
